Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-002753655-protein3711.fasta	GCF_002753655	NZ_CP024477.1	4110205	4111495	3711	tyrosine-type recombinase/integrase	http://purl.uniprot.org/uniparc/UPI00032B7764
GCF-003028335-protein1389.fasta	GCF_003028335	NZ_CP028162.1	1471790	1472114	1389	Putative lipoprotein	http://purl.uniprot.org/uniprot/A0A0H2ZEP5
GCF-001729505-protein7185.fasta	GCF_001729505	NZ_CP017149.1	1254311	1254956	7185	TPR_21 domain-containing protein	http://purl.uniprot.org/uniprot/Q9HXJ6
GCF-003073735-protein8737.fasta	GCF_003073735	NZ_CP029088.1	2859207	2860305	8737	Transposase	http://purl.uniprot.org/uniprot/A0A1C7L7Z5
GCF-001516105-protein5724.fasta	GCF_001516105	NZ_CP008868.1	6260731	6261487	5724	SDR family NAD(P)-dependent oxidoreductase	http://purl.uniprot.org/uniprot/A0A4S2XBV3
GCF-002442855-protein10215.fasta	GCF_002442855	NZ_CP017306.1	4214457	4216521	10215		
GCF-001548335-protein10647.fasta	GCF_001548335	NZ_AP017302.1	5033929	5036938	10647	N-6 DNA methylase	http://purl.uniprot.org/uniparc/UPI00044D587F
GCF-003073615-protein8539.fasta	GCF_003073615	NZ_CP029089.1	2479137	2479956	8539	TIGR02391 family protein	http://purl.uniprot.org/uniparc/UPI00053EE5A6
GCF-003571505-protein10559.fasta	GCF_003571505	NZ_CP012901.1	4408174	4408879	10559	3-oxoacid CoA-transferase subunit A	http://purl.uniprot.org/uniprot/A0A2V2T0D1
GCF-002968955-protein9848.fasta	GCF_002968955	NZ_CP027166.1	4133884	4134178	9848	Flagellar assembly protein FliT	http://purl.uniprot.org/uniprot/A0A1F0IZY0
GCF-003060845-protein5882.fasta	GCF_003060845	NZ_CP028917.1	6387057	6387702	5882	Predicted aspartyl protease	http://purl.uniprot.org/uniprot/A0A157WJJ3
GCF-003288355-protein10666.fasta	GCF_003288355	NZ_CP030328.1	5298746	5299349	10666	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4V8DNE6
GCF-001721745-protein5544.fasta	GCF_001721745	NZ_CP012585.1	6112678	6113308	5544	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00084825CA
GCF-000568855-protein6666.fasta	GCF_000568855	NZ_CP020659.1	878142	878790	6666	Predicted metal-binding protein related to the C-terminal domain of SecA	http://purl.uniprot.org/uniprot/A0A157WHC5
GCF-001879525-protein4148.fasta	GCF_001879525	NZ_CP013113.1	4569413	4570511	4148	Cysteine synthase B	http://purl.uniprot.org/uniprot/A0A1G5CPE0
GCF-002812825-protein9969.fasta	GCF_002812825	NZ_CP025049.1	4238366	4238690	9969	Helix-turn-helix domain-containing protein	http://purl.uniprot.org/uniprot/A0A3E1MUM4
GCF-002968755-protein5577.fasta	GCF_002968755	NZ_CP027169.1	6100125	6101481	5577	Cell division protein Fic	http://purl.uniprot.org/uniprot/A0A4V0N2C1
GCF-003028335-protein3134.fasta	GCF_003028335	NZ_CP028162.1	3431686	3431902	3134	PLDc_N domain-containing protein	http://purl.uniprot.org/uniprot/A0A2V2TAZ5
GCF-002104595-protein11161.fasta	GCF_002104595	NZ_CP020704.1	5044156	5044432	11161	type II toxin-antitoxin system RelE/ParE family toxin	http://purl.uniprot.org/uniparc/UPI000A095DF6
GCF-002205375-protein8586.fasta	GCF_002205375	NZ_CP022002.1	2216329	2217250	8586	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000B4C8EDE
GCF-003052005-protein7223.fasta	GCF_003052005	NZ_CP028584.2	798590	799475	7223	4-hydroxy-tetrahydrodipicolinate synthase	http://purl.uniprot.org/uniparc/UPI000D22AAD1
GCF-000017205-protein6202.fasta	GCF_000017205	NC_009656.1	336915	338244	6202	MFS transporter	http://purl.uniprot.org/uniprot/A0A431XHU1
GCF-003369775-protein3042.fasta	GCF_003369775	NZ_CP030910.1	3304647	3305796	3042	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4Z0FQP5
GCF-001792835-protein11479.fasta	GCF_001792835	NZ_CP015001.1	5493957	5495064	11479	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0N7HJT6
GCF-002411865-protein561.fasta	GCF_002411865	NZ_CP031449.1	581209	582067	561	Structural protein	http://purl.uniprot.org/uniprot/A0A0U1VYN7
GCF-003052005-protein10652.fasta	GCF_003052005	NZ_CP028584.2	4618802	4619459	10652	Nitroreductase domain-containing protein	http://purl.uniprot.org/uniprot/Q9I470
GCF-000473745-protein6065.fasta	GCF_000473745	NZ_CP008739.1	287057	287336	6065		
GCF-001516105-protein3036.fasta	GCF_001516105	NZ_CP008868.1	3334662	3335037	3036	DUF2784 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2V2TF76
GCF-003028335-protein1130.fasta	GCF_003028335	NZ_CP028162.1	1206547	1207057	1130	RNA polymerase subunit sigma	http://purl.uniprot.org/uniprot/A0A2V2TY05
GCF-000508765-protein5698.fasta	GCF_000508765	NC_023066.1	6225727	6226975	5698	Diaminopimelate decarboxylase	http://purl.uniprot.org/uniprot/A0A1F0I215
GCF-000414035-protein2410.fasta	GCF_000414035	NC_021577.1	2602995	2603517	2410	Gluconokinase	http://purl.uniprot.org/uniprot/A0A2V2TFP9
GCF-002208645-protein4267.fasta	GCF_002208645	NZ_CP022001.1	4667711	4668311	4267	transglycosylase SLT domain-containing protein	http://purl.uniprot.org/uniparc/UPI000B509064
GCF-001547955-protein12354.fasta	GCF_001547955	NZ_AP014651.1	6559440	6560625	12354	Multidrug resistance protein	http://purl.uniprot.org/uniprot/A0A3S4RQX1
GCF-002753655-protein4180.fasta	GCF_002753655	NZ_CP024477.1	4613227	4613917	4180		
GCF-003025345-protein6874.fasta	GCF_003025345	NZ_CP020560.1	721733	721940	6874		
GCF-003073735-protein8552.fasta	GCF_003073735	NZ_CP029088.1	2652677	2653937	8552	MarR family protein	http://purl.uniprot.org/uniprot/A0A0G5GNX4
GCF-000271365-protein2178.fasta	GCF_000271365	NC_018080.1	2317218	2317548	2178	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A5DBH6
GCF-000017205-protein7114.fasta	GCF_000017205	NC_009656.1	1304345	1304669	7114	Putative lipoprotein	http://purl.uniprot.org/uniprot/A6V0T7
GCF-001750705-protein408.fasta	GCF_001750705	NZ_CP017353.1	435157	436174	408	Putative NAD(P)H quinone oxidoreductase, PIG3 family	http://purl.uniprot.org/uniprot/A0A157VXS8
GCF-003028335-protein3295.fasta	GCF_003028335	NZ_CP028162.1	3616599	3616878	3295	Peptidylprolyl isomerase	http://purl.uniprot.org/uniprot/A0A157WS87
GCF-002968695-protein8944.fasta	GCF_002968695	NZ_CP027174.1	2532158	2532935	8944	Hydroxyacylglutathione hydrolase	http://purl.uniprot.org/uniprot/A0A4U6WQC2
GCF-003060845-protein2355.fasta	GCF_003060845	NZ_CP028917.1	2582470	2582713	2355	30S ribosomal protein S3	http://purl.uniprot.org/uniprot/A0A1F0IYE3
GCF-002968695-protein10231.fasta	GCF_002968695	NZ_CP027174.1	3897927	3898611	10231	lipoate--protein ligase family protein	http://purl.uniprot.org/uniparc/UPI000374F469
GCF-002215345-protein9387.fasta	GCF_002215345	NZ_CP017293.1	2753404	2754037	9387	RES domain-containing protein	http://purl.uniprot.org/uniprot/A0A1V6KPH0
GCF-002968695-protein8426.fasta	GCF_002968695	NZ_CP027174.1	1959255	1960224	8426	Protein RomA	http://purl.uniprot.org/uniprot/A0A485EEV4
GCF-002968955-protein11211.fasta	GCF_002968955	NZ_CP027166.1	5619741	5620137	11211	DUF4280 domain-containing protein	http://purl.uniprot.org/uniprot/A0A072ZQK4
GCF-000026645-protein3853.fasta	GCF_000026645	NC_011770.1	4169831	4170989	3853	NAD_binding_4 domain-containing protein	http://purl.uniprot.org/uniprot/V6AHS4
GCF-000473745-protein9052.fasta	GCF_000473745	NZ_CP008739.1	3623124	3625596	9052	Transporter	http://purl.uniprot.org/uniprot/A0A4E0Q8K5
GCF-000504045-protein10232.fasta	GCF_000504045	NC_023019.1	4877185	4878007	10232	dCMP deaminase	http://purl.uniprot.org/uniparc/UPI0003D1F6AE
GCF-003060845-protein4832.fasta	GCF_003060845	NZ_CP028917.1	5258043	5259675	4832	Protein BatD	http://purl.uniprot.org/uniprot/A0A2V2TUN4
GCF-000017205-protein7080.fasta	GCF_000017205	NC_009656.1	1268066	1268720	7080	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A086C0T5
GCF-002192475-protein12651.fasta	GCF_002192475	NZ_CP021774.1	6983025	6984723	12651	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4U0GAW6
GCF-003073615-protein12245.fasta	GCF_003073615	NZ_CP029089.1	6528972	6529644	12245		
GCF-003288355-protein11495.fasta	GCF_003288355	NZ_CP030328.1	6191329	6191806	11495	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4U9S1A2
GCF-001542835-protein1885.fasta	GCF_001542835	NZ_CP008873.1	2033769	2038191	1885	ATP-binding protein	http://purl.uniprot.org/uniprot/A0A2S4AMA9
GCF-002208645-protein4345.fasta	GCF_002208645	NZ_CP022001.1	4741082	4742405	4345	MFS transporter	http://purl.uniprot.org/uniparc/UPI000B5121CE
GCF-003288355-protein9610.fasta	GCF_003288355	NZ_CP030328.1	4108173	4109148	9610		
GCF-000271985-protein9159.fasta	GCF_000271985	NZ_CP015877.1	3608925	3609465	9159		
GCF-003408495-protein11706.fasta	GCF_003408495	NZ_CP030911.1	5942357	5943185	11706	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000A428FAD
GCF-000026645-protein4880.fasta	GCF_000026645	NC_011770.1	5290444	5291293	4880	Ribosomal RNA small subunit methyltransferase I	http://purl.uniprot.org/uniprot/Q9HVZ3
GCF-003369735-protein619.fasta	GCF_003369735	NZ_CP030913.1	666897	667359	619	Lysozyme	http://purl.uniprot.org/uniprot/A6UZ53
GCF-000829885-protein8013.fasta	GCF_000829885	NZ_CP010555.1	1915577	1916639	8013	Iron ABC transporter permease	http://purl.uniprot.org/uniprot/A0A425ACK1
GCF-002215345-protein11574.fasta	GCF_002215345	NZ_CP017293.1	5163118	5163469	11574	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00071BEB45
GCF-002968755-protein48.fasta	GCF_002968755	NZ_CP027169.1	48370	49612	48	Outer membrane efflux family protein	http://purl.uniprot.org/uniprot/A0A2R3J0S4
GCF-001792835-protein10274.fasta	GCF_001792835	NZ_CP015001.1	4215564	4215876	10274	YciI family protein	http://purl.uniprot.org/uniprot/A0A2V3F0P6
GCF-002205375-protein12552.fasta	GCF_002205375	NZ_CP022002.1	6455103	6456963	12552	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A157WES3
GCF-000473745-protein8634.fasta	GCF_000473745	NZ_CP008739.1	3121594	3122767	8634	Probable RNA methyltransferase PA14_40730	http://purl.uniprot.org/uniprot/Q02KY4
GCF-000017205-protein6625.fasta	GCF_000017205	NC_009656.1	766252	767452	6625	GpH	http://purl.uniprot.org/uniprot/A6UZC4
GCF-001516165-protein10766.fasta	GCF_001516165	NZ_CP008869.2	5291933	5292926	10766	UDP-3-O-acyl-N-acetylglucosamine deacetylase	http://purl.uniprot.org/uniprot/Q02H34
GCF-001729505-protein9506.fasta	GCF_001729505	NZ_CP017149.1	3840447	3840987	9506	UPF0167 protein PA1536	http://purl.uniprot.org/uniprot/Q9I3H7
GCF-002208645-protein3185.fasta	GCF_002208645	NZ_CP022001.1	3415573	3416185	3185		
GCF-002205375-protein10910.fasta	GCF_002205375	NZ_CP022002.1	4736074	4737673	10910	Flavin-containing monooxygenase FMO	http://purl.uniprot.org/uniprot/A0A0B5KD89
GCF-002968695-protein8308.fasta	GCF_002968695	NZ_CP027174.1	1823381	1824857	8308	mannitol dehydrogenase family protein	http://purl.uniprot.org/uniparc/UPI0003B982FB
GCF-003028335-protein284.fasta	GCF_003028335	NZ_CP028162.1	321757	322594	284	haloacid dehalogenase-like hydrolase	http://purl.uniprot.org/uniparc/UPI0001E9E5E3
GCF-001516305-protein11490.fasta	GCF_001516305	NZ_CP008859.2	5297051	5299280	11490	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0009B85813
GCF-002208645-protein4933.fasta	GCF_002208645	NZ_CP022001.1	5348340	5349795	4933	RND transporter	http://purl.uniprot.org/uniprot/A0A2W5K7G3
GCF-002812865-protein7317.fasta	GCF_002812865	NZ_CP025051.1	1289480	1291241	7317	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000E35B434
GCF-002237405-protein6851.fasta	GCF_002237405	NZ_CP022526.1	945163	945433	6851		
GCF-002968695-protein8994.fasta	GCF_002968695	NZ_CP027174.1	2594608	2595799	8994	Maltose operon periplasmic protein (MalM)	http://purl.uniprot.org/uniprot/A0A448BMM6
GCF-002287725-protein12168.fasta	GCF_002287725	NZ_CP023316.1	6423398	6424097	12168	AAA family ATPase	http://purl.uniprot.org/uniparc/UPI0009A68471
GCF-002968695-protein9601.fasta	GCF_002968695	NZ_CP027174.1	3234934	3235738	9601	SAM-dependent methyltransferase	http://purl.uniprot.org/uniprot/A0A1S1C4E9
GCF-002812865-protein9346.fasta	GCF_002812865	NZ_CP025051.1	3529949	3530939	9346	Xanthine dehydrogenase family protein subunit M	http://purl.uniprot.org/uniprot/A0A2V2TQZ1
GCF-001721745-protein5532.fasta	GCF_001721745	NZ_CP012585.1	6103573	6104809	5532	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000848139C
GCF-001518975-protein2655.fasta	GCF_001518975	NZ_CP013989.1	2922002	2929361	2655	Pyoverdine synthetase D	http://purl.uniprot.org/uniprot/A0A0H2ZA75
GCF-000473745-protein10917.fasta	GCF_000473745	NZ_CP008739.1	5732324	5732663	10917	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0004A84AAA
GCF-002208645-protein4354.fasta	GCF_002208645	NZ_CP022001.1	4749903	4751070	4354	acyl-CoA dehydrogenase	http://purl.uniprot.org/uniparc/UPI000938040A
GCF-002442855-protein8786.fasta	GCF_002442855	NZ_CP017306.1	2589575	2590148	8786	Cro/CI family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A4U9PW28
GCF-002753655-protein4175.fasta	GCF_002753655	NZ_CP024477.1	4607580	4608210	4175	His-Xaa-Ser repeat protein HxsA	http://purl.uniprot.org/uniparc/UPI0003BB11A2
GCF-001900195-protein9566.fasta	GCF_001900195	NZ_CP013477.1	4042426	4042888	9566	Histidine triad family protein	http://purl.uniprot.org/uniprot/A0A335ERA7
GCF-003060845-protein2118.fasta	GCF_003060845	NZ_CP028917.1	2331900	2333391	2118		
GCF-003028335-protein3164.fasta	GCF_003028335	NZ_CP028162.1	3463586	3463889	3164	DUF3240 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2N8G0N0
GCF-003060845-protein4506.fasta	GCF_003060845	NZ_CP028917.1	4914765	4915947	4506	Putative transport protein	http://purl.uniprot.org/uniprot/Q706Q2
GCF-003369775-protein823.fasta	GCF_003369775	NZ_CP030910.1	891720	892971	823	Mutator family transposase	http://purl.uniprot.org/uniprot/A0A4P7YDR7
GCF-003028335-protein2567.fasta	GCF_003028335	NZ_CP028162.1	2725000	2725444	2567		
GCF-002192475-protein11069.fasta	GCF_002192475	NZ_CP021774.1	5207469	5207685	11069	Primosomal replication protein PriB/PriC domain protein	http://purl.uniprot.org/uniprot/A0A1F0IN36
GCF-001447845-protein3142.fasta	GCF_001447845	NZ_CP013245.1	3458782	3461602	3142	response regulator	http://purl.uniprot.org/uniparc/UPI0003B9D6EF
GCF-000504045-protein10094.fasta	GCF_000504045	NC_023019.1	4720986	4721190	10094	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003D21E08
GCF-003369735-protein2575.fasta	GCF_003369735	NZ_CP030913.1	2761811	2762813	2575	FAA_hydrolase domain-containing protein	http://purl.uniprot.org/uniprot/A0A1C7BM94
GCF-003369775-protein3016.fasta	GCF_003369775	NZ_CP030910.1	3278825	3279353	3016	integrating conjugative element protein	http://purl.uniprot.org/uniparc/UPI00071B6F91
GCF-002968585-protein8936.fasta	GCF_002968585	NZ_CP027171.1	3374049	3375015	8936	TIGR03756 family integrating conjugative element protein	http://purl.uniprot.org/uniparc/UPI0003B992D2
GCF-002812865-protein11249.fasta	GCF_002812865	NZ_CP025051.1	5574031	5575699	11249	Na/Pi cotransporter family protein	http://purl.uniprot.org/uniparc/UPI0002EFC776
GCF-003429185-protein1829.fasta	GCF_003429185	NZ_CP031659.1	1929727	1930231	1829	cysteine hydrolase family protein	http://purl.uniprot.org/uniparc/UPI000E358BF7
GCF-000026645-protein5194.fasta	GCF_000026645	NC_011770.1	5644544	5645033	5194	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	http://purl.uniprot.org/uniprot/Q9HV71
GCF-001721745-protein5537.fasta	GCF_001721745	NZ_CP012585.1	6107965	6109378	5537	recombinase family protein	http://purl.uniprot.org/uniparc/UPI000848124B
GCF-001482325-protein5714.fasta	GCF_001482325	NZ_CP013696.1	6278048	6279728	5714	aminotransferase class V-fold PLP-dependent enzyme	http://purl.uniprot.org/uniparc/UPI000907C70A
GCF-000284555-protein68.fasta	GCF_000284555	NC_017549.1	79212	80340	68	Aminopeptidase	http://purl.uniprot.org/uniprot/A0A2V2TJD2
GCF-900185255-protein9024.fasta	GCF_900185255	NZ_LT883143.1	3667321	3668737	9024	Piwi domain-containing protein	http://purl.uniprot.org/uniprot/A0A1F0IZB9
GCF-001729505-protein7292.fasta	GCF_001729505	NZ_CP017149.1	1378158	1379064	7292	Hydrolase_4 domain-containing protein	http://purl.uniprot.org/uniprot/Q9HXU5
GCF-003028335-protein5105.fasta	GCF_003028335	NZ_CP028162.1	5536699	5537035	5105	Amidase	http://purl.uniprot.org/uniprot/A0A2V2TES9
GCF-003206535-protein10837.fasta	GCF_003206535	NZ_CP029707.1	5031236	5032295	10837	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053D3869
GCF-001045685-protein8901.fasta	GCF_001045685	NZ_CP012001.1	2117457	2118459	8901	Beta-hexosaminidase	http://purl.uniprot.org/uniprot/A0A4U6WVK5
GCF-002968695-protein8549.fasta	GCF_002968695	NZ_CP027174.1	2089843	2090560	8549	amino acid ABC transporter permease	http://purl.uniprot.org/uniparc/UPI0002B552CE
GCF-002411865-protein4409.fasta	GCF_002411865	NZ_CP031449.1	4776245	4779533	4409	ATP-binding protein	http://purl.uniprot.org/uniparc/UPI000BCA5139
GCF-001874465-protein11798.fasta	GCF_001874465	NZ_CP017969.1	5761281	5762793	11798	HDOD domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H2ZII2
GCF-001874465-protein8620.fasta	GCF_001874465	NZ_CP017969.1	2255454	2255679	8620	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00057A57DA
GCF-002205375-protein11080.fasta	GCF_002205375	NZ_CP022002.1	4894706	4894925	11080	DUF2158 domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002320094
GCF-002968955-protein11828.fasta	GCF_002968955	NZ_CP027166.1	6346644	6347226	11828	TetR/AcrR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2TPE2
GCF-002968955-protein8114.fasta	GCF_002968955	NZ_CP027166.1	2257410	2257653	8114	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2R4BG06
GCF-001516225-protein680.fasta	GCF_001516225	NZ_CP008864.2	733824	735066	680	restriction endonuclease subunit S	http://purl.uniprot.org/uniparc/UPI0007445CF7
GCF-001594325-protein566.fasta	GCF_001594325	NZ_CP008858.2	618552	619710	566	Conjugative transfer protein TrbG	http://purl.uniprot.org/uniprot/V9V2V9
GCF-002997005-protein5898.fasta	GCF_002997005	NZ_CP027538.1	6418856	6419150	5898	Inner centromere protein	http://purl.uniprot.org/uniprot/W1MKD1
GCF-003028335-protein841.fasta	GCF_003028335	NZ_CP028162.1	914729	914972	841	Cytochrome Cbb oxidase CcoQ	http://purl.uniprot.org/uniprot/A0A2V2TD52
GCF-003073795-protein2267.fasta	GCF_003073795	NZ_CP029090.1	2462427	2462961	2267	Copper-bind domain-containing protein	http://purl.uniprot.org/uniprot/W6R2P1
GCF-000473745-protein9965.fasta	GCF_000473745	NZ_CP008739.1	4691928	4693413	9965	Glutamate--tRNA ligase	http://purl.uniprot.org/uniprot/Q9XCL6
GCF-003193645-protein1667.fasta	GCF_003193645	NZ_CP029660.1	1855354	1857793	1667	TonB-dependent receptor	http://purl.uniprot.org/uniparc/UPI000A921DC3
GCF-001879525-protein5453.fasta	GCF_001879525	NZ_CP013113.1	6025399	6027349	5453	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J0J2Z0
GCF-000568855-protein10314.fasta	GCF_000568855	NZ_CP020659.1	4635936	4636251	10314	DUF2845 domain-containing protein	http://purl.uniprot.org/uniparc/UPI000941873C
GCF-001516265-protein8.fasta	GCF_001516265	NZ_CP008857.1	6185	7088	8		
GCF-001045685-protein7384.fasta	GCF_001045685	NZ_CP012001.1	458497	459901	7384	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	http://purl.uniprot.org/uniprot/A0A2V2TQ11
GCF-003369775-protein2937.fasta	GCF_003369775	NZ_CP030910.1	3192100	3193717	2937		
GCF-003073735-protein8885.fasta	GCF_003073735	NZ_CP029088.1	3011688	3012357	8885	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H2ZAN6
GCF-002411865-protein659.fasta	GCF_002411865	NZ_CP031449.1	669771	670428	659	inovirus Gp2 family protein	http://purl.uniprot.org/uniparc/UPI000BD58DC5
GCF-900095805-protein10113.fasta	GCF_900095805	NZ_LT608330.1	4890045	4891110	10113	Iron ABC transporter permease	http://purl.uniprot.org/uniprot/A0A425A3X4
GCF-002205355-protein3264.fasta	GCF_002205355	NZ_CP022000.1	3596653	3597469	3264		
GCF-003429205-protein7386.fasta	GCF_003429205	NZ_CP031660.1	1511601	1512051	7386	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000BB758B8
GCF-003052005-protein9935.fasta	GCF_003052005	NZ_CP028584.2	3840990	3841224	9935	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A157WME3
GCF-003369775-protein782.fasta	GCF_003369775	NZ_CP030910.1	844893	845817	782	acetaldehyde dehydrogenase (acetylating)	http://purl.uniprot.org/uniparc/UPI000E20F06E
